Pic08.bmp
1440054

0	0.288982
3	0.0392638
2	0.0368417
1	0.033973
4	0.0328682
5	0.0217478
6	0.0167119
7	0.0112905
8	0.00832747
73	0.0073532
74	0.00714418
72	0.00652962
9	0.00647129
251	0.00642059
252	0.00633101
75	0.00608658
250	0.00578312
71	0.00545466
121	0.00538174
249	0.00538035
10	0.00517272
122	0.00503453
120	0.00500537
76	0.00482412
248	0.00461788
70	0.00447344
11	0.00445747
119	0.00433456
253	0.00429428
28	0.00428526
14	0.00424151
123	0.00419706
12	0.00419498
26	0.00415748
29	0.00396096
27	0.00394707
13	0.00384708
247	0.00384708
31	0.00382486
30	0.00377347
18	0.00374083
25	0.00373736
32	0.0037075
24	0.00368736
23	0.00368111
19	0.00368042
69	0.00366097
22	0.00365681
33	0.00365125
21	0.00364778
20	0.00361445
77	0.00360403
16	0.00360195
34	0.00358806
15	0.00358181
17	0.00353876
118	0.00351584
37	0.00347556
36	0.00335821
35	0.00335751
38	0.00329154
39	0.00320266
246	0.00313877
40	0.00305961
124	0.00300336
68	0.00300128
41	0.00299017
45	0.00296656
47	0.00286378
42	0.00285614
117	0.00285545
43	0.00281101
48	0.00269643
79	0.00268879
44	0.00268115
46	0.00266796
78	0.00263601
67	0.00258324
245	0.0025631
49	0.00244852
116	0.00244644
66	0.00239644
50	0.00238672
51	0.00234991
52	0.00230616
54	0.00223325
125	0.00221936
53	0.00217978
244	0.00217978
65	0.00215756
57	0.00210825
56	0.00207909
64	0.0020777
58	0.00203465
61	0.00203395
55	0.00203326
59	0.00202354
62	0.00200409
63	0.00200131
109	0.00199923
115	0.00199506
60	0.0019527
114	0.00188326
89	0.00186868
243	0.00184646
80	0.00181452
113	0.00176382
126	0.00174438
254	0.00168883
242	0.00167563
81	0.00164924
107	0.0015805
241	0.00157633
240	0.00155619
111	0.00155133
127	0.00153605
82	0.00152772
112	0.00151036
106	0.00150619
239	0.00150272
255	0.00150064
128	0.00149508
87	0.00148953
108	0.00147772
110	0.00146453
238	0.0014562
163	0.00142147
237	0.00141036
130	0.00140411
129	0.00139925
88	0.00139717
131	0.00139648
236	0.00138398
235	0.00138189
83	0.0013812
86	0.00137981
84	0.00137078
105	0.00137009
85	0.00135412
234	0.00134509
90	0.00133328
233	0.00131939
91	0.00131592
104	0.00130134
132	0.00129995
102	0.00128815
97	0.00128606
134	0.0012812
133	0.00127704
103	0.00126731
98	0.00126384
101	0.00126106
99	0.00125343
100	0.00123954
232	0.00123884
92	0.00122634
95	0.00121801
93	0.00121454
96	0.00121037
231	0.00119093
94	0.00117287
135	0.00117148
229	0.00115412
230	0.00114579
136	0.00112565
195	0.00112357
199	0.00110968
188	0.00110482
182	0.00110413
190	0.00110343
200	0.00109926
197	0.00109718
227	0.00109301
191	0.00109163
228	0.0010826
186	0.0010819
184	0.00107496
194	0.00106871
201	0.00106732
193	0.00106663
225	0.00106454
223	0.00105968
183	0.0010569
196	0.00105621
187	0.00105413
198	0.00105413
202	0.00105274
213	0.00105135
224	0.00105135
185	0.00104996
172	0.00104788
179	0.00104093
212	0.00103816
189	0.00103746
203	0.00103746
226	0.00103607
214	0.00103538
205	0.00103329
219	0.00103329
181	0.00103121
220	0.00102843
204	0.00102704
192	0.00102427
218	0.00102218
221	0.00102218
222	0.0010208
139	0.00101593
211	0.00101455
137	0.00101385
215	0.00101316
217	0.00101246
176	0.00100413
210	0.000997185
138	0.000993018
207	0.000990241
208	0.000988852
178	0.000986769
209	0.000986074
206	0.000984685
177	0.000983296
140	0.000982602
175	0.000969408
180	0.00096663
162	0.000963853
216	0.000945103
153	0.000935382
173	0.000931909
170	0.000922188
143	0.000921493
174	0.000915243
141	0.00091316
156	0.000910383
160	0.000909688
142	0.000908299
154	0.00090691
159	0.000904827
145	0.000896494
166	0.000894411
171	0.000893716
155	0.000892328
164	0.000891633
168	0.000888856
144	0.000887467
151	0.000881217
158	0.000879828
161	0.000878439
165	0.000874273
146	0.000872884
157	0.00087219
150	0.00086594
169	0.00085969
152	0.000854829
147	0.000847885
149	0.000845802
167	0.000833997
148	0.00081733

5.95578
