text08.doc
36864

0	0.647352
4	0.114773
255	0.0361871
32	0.0346137
62	0.0125868
53	0.0104438
48	0.00857205
59	0.00678168
56	0.00672743
61	0.00672743
65	0.0067003
66	0.00626628
64	0.00558811
50	0.00523546
67	0.00417752
1	0.00404188
58	0.00382487
60	0.00360786
63	0.0035536
52	0.00330946
13	0.00311957
250	0.00295681
46	0.0027398
79	0.00260417
51	0.00254991
76	0.00244141
49	0.00230577
55	0.00217014
44	0.00208876
2	0.00203451
75	0.00184462
71	0.00141059
57	0.00138346
54	0.00124783
72	0.00113932
6	0.000976563
69	0.000949436
18	0.000868056
45	0.000868056
3	0.000840929
30	0.000813802
202	0.000786675
16	0.000705295
111	0.000705295
78	0.000678168
122	0.000623915
22	0.000596788
5	0.000542535
8	0.000542535
33	0.000542535
7	0.000515408
31	0.000488281
70	0.000488281
11	0.000461155
114	0.000461155
254	0.000461155
10	0.000434028
15	0.000434028
40	0.000434028
97	0.000434028
110	0.000434028
12	0.000406901
24	0.000406901
73	0.000406901
109	0.000406901
29	0.000379774
116	0.000379774
19	0.000352648
20	0.000352648
39	0.000352648
68	0.000352648
100	0.000352648
142	0.000352648
144	0.000352648
9	0.000325521
26	0.000325521
77	0.000325521
242	0.000298394
17	0.000271267
21	0.000271267
23	0.000271267
34	0.000271267
104	0.000271267
128	0.000271267
238	0.000271267
240	0.000271267
25	0.000244141
27	0.000244141
38	0.000244141
176	0.000244141
43	0.000217014
101	0.000217014
105	0.000217014
212	0.000217014
226	0.000217014
41	0.000189887
74	0.000189887
98	0.000189887
121	0.000189887
14	0.00016276
28	0.00016276
80	0.00016276
87	0.00016276
88	0.00016276
99	0.00016276
108	0.00016276
115	0.00016276
117	0.00016276
127	0.00016276
173	0.00016276
192	0.00016276
196	0.00016276
204	0.00016276
210	0.00016276
224	0.00016276
36	0.000135634
47	0.000135634
82	0.000135634
178	0.000135634
207	0.000135634
230	0.000135634
234	0.000135634
235	0.000135634
35	0.000108507
42	0.000108507
83	0.000108507
84	0.000108507
102	0.000108507
103	0.000108507
106	0.000108507
112	0.000108507
138	0.000108507
152	0.000108507
156	0.000108507
172	0.000108507
174	0.000108507
197	0.000108507
201	0.000108507
232	0.000108507
249	0.000108507
91	8.13802e-005
96	8.13802e-005
119	8.13802e-005
130	8.13802e-005
131	8.13802e-005
133	8.13802e-005
135	8.13802e-005
150	8.13802e-005
158	8.13802e-005
161	8.13802e-005
182	8.13802e-005
186	8.13802e-005
188	8.13802e-005
190	8.13802e-005
191	8.13802e-005
216	8.13802e-005
229	8.13802e-005
236	8.13802e-005
241	8.13802e-005
243	8.13802e-005
244	8.13802e-005
246	8.13802e-005
37	5.42535e-005
85	5.42535e-005
94	5.42535e-005
107	5.42535e-005
132	5.42535e-005
140	5.42535e-005
148	5.42535e-005
164	5.42535e-005
179	5.42535e-005
180	5.42535e-005
184	5.42535e-005
193	5.42535e-005
205	5.42535e-005
208	5.42535e-005
213	5.42535e-005
214	5.42535e-005
215	5.42535e-005
218	5.42535e-005
220	5.42535e-005
227	5.42535e-005
237	5.42535e-005
239	5.42535e-005
248	5.42535e-005
81	2.71267e-005
90	2.71267e-005
92	2.71267e-005
93	2.71267e-005
95	2.71267e-005
113	2.71267e-005
120	2.71267e-005
124	2.71267e-005
126	2.71267e-005
129	2.71267e-005
134	2.71267e-005
136	2.71267e-005
143	2.71267e-005
145	2.71267e-005
147	2.71267e-005
149	2.71267e-005
151	2.71267e-005
154	2.71267e-005
159	2.71267e-005
160	2.71267e-005
162	2.71267e-005
165	2.71267e-005
166	2.71267e-005
168	2.71267e-005
169	2.71267e-005
170	2.71267e-005
171	2.71267e-005
177	2.71267e-005
181	2.71267e-005
194	2.71267e-005
195	2.71267e-005
198	2.71267e-005
203	2.71267e-005
217	2.71267e-005
222	2.71267e-005
225	2.71267e-005
228	2.71267e-005
231	2.71267e-005
247	2.71267e-005
252	2.71267e-005
253	2.71267e-005

2.52867
